account_id,txn_count,total_amount,avg_txn_amount,avg_balance,first_txn,last_txn
88,139,184582.0,1327.928057553957,19298.61582733813,1996-07-03,1998-12-17
89,60,159071.0,2651.1833333333334,29067.436666666665,1997-09-25,1998-12-16
90,455,2835921.0,6232.793406593407,31212.803296703296,1994-07-13,1998-12-19
91,79,537088.0,6798.5822784810125,22551.153164556963,1996-11-06,1998-11-30
93,143,488783.0,3418.062937062937,26405.09230769231,1996-06-12,1998-12-14
95,216,2283717.0,10572.763888888889,54050.70185185185,1995-03-30,1998-12-16
96,659,6741997.0,10230.647951441579,75638.0717754173,1993-02-18,1998-12-19
97,272,1219563.0,4483.6875,39721.47977941176,1996-05-05,1998-12-15
98,104,172047.0,1654.298076923077,15597.938461538462,1997-05-02,1998-12-13
99,248,2513988.0,10137.048387096775,48417.26129032258,1995-06-27,1998-11-30
100,403,1689390.0,4192.034739454094,42026.91464019851,1993-12-28,1998-12-06
101,207,1278272.0,6175.227053140096,47516.47053140097,1996-04-16,1998-12-07
102,318,1767882.0,5559.377358490566,30792.060377358488,1993-10-16,1998-12-17
103,183,1714435.0,9368.497267759563,48426.64808743169,1996-03-10,1998-12-13
104,384,402534.0,1048.265625,20595.08984375,1993-04-15,1998-12-11
105,58,493668.0,8511.51724137931,30424.377586206894,1997-07-10,1998-12-18
106,281,1854542.0,6599.79359430605,45523.639501779355,1994-11-27,1998-12-14
107,474,1056554.0,2229.0168776371306,32948.30611814346,1993-11-05,1998-12-15
108,239,1528893.0,6397.041841004184,52473.295815899575,1995-03-10,1998-12-19
109,112,203356.0,1815.6785714285713,33995.96875,1997-04-20,1998-12-18
110,208,1429141.0,6870.870192307692,45228.18413461539,1996-07-17,1998-12-13
112,354,883364.0,2495.3785310734465,24747.887288135593,1993-03-12,1998-12-13
113,135,351057.0,2600.4222222222224,20767.834074074075,1996-07-22,1998-12-11
114,102,155613.0,1525.6176470588234,20596.038235294116,1997-03-14,1998-12-13
115,375,1235464.0,3294.5706666666665,32950.63706666667,1993-03-19,1998-12-11
116,177,1607572.0,9082.327683615818,35156.44180790961,1996-03-21,1998-12-11
117,329,623358.0,1894.7051671732522,21620.91063829787,1993-09-05,1998-12-16
118,72,134439.0,1867.2083333333333,27652.794444444444,1997-09-18,1998-12-11
119,394,3110086.0,7893.619289340101,39866.77030456853,1993-05-25,1998-12-15
120,244,2127701.0,8720.08606557377,45839.779098360654,1995-06-16,1998-12-16
121,90,116570.0,1295.2222222222222,27325.224444444448,1997-10-11,1998-12-12
122,108,1242783.0,11507.25,54977.76018518518,1996-10-30,1998-12-19
123,333,654368.0,1965.069069069069,17631.8024024024,1993-03-13,1998-12-10
124,69,89449.0,1296.3623188405797,17953.466666666667,1997-12-28,1998-12-16
125,149,1902553.0,12768.812080536913,48064.62751677852,1996-09-07,1998-12-16
126,332,3156546.0,9507.668674698794,44529.92138554217,1993-10-23,1998-12-12
127,272,387026.0,1422.889705882353,15747.477205882353,1994-02-02,1998-12-14
128,396,811089.0,2048.2045454545455,43171.53257575757,1993-02-19,1998-12-17
129,66,193798.0,2936.3333333333335,21657.221212121214,1997-10-01,1998-12-16
130,102,275344.0,2699.450980392157,26229.87745098039,1997-02-12,1998-12-11
131,211,955655.0,4529.1706161137445,24958.022274881518,1995-06-13,1998-12-13
132,195,2517190.0,12908.666666666666,52847.60512820513,1996-05-11,1998-12-14
133,110,1334716.0,12133.781818181818,49815.79272727273,1997-10-11,1998-12-11
134,46,233347.0,5072.760869565217,35915.49130434783,1997-12-10,1998-12-09
135,325,742217.0,2283.7446153846154,39896.90246153846,1993-06-15,1998-12-10
136,151,374515.0,2480.2317880794703,20888.620529801326,1996-05-14,1998-12-11
137,180,1422749.0,7904.1611111111115,37693.79722222222,1996-07-19,1998-12-11
138,24,54000.0,2250.0,15608.333333333334,1995-09-19,1998-12-02
139,95,1320532.0,13900.336842105264,58703.34947368421,1997-05-15,1998-12-13
140,65,333003.0,5123.123076923077,36098.32615384616,1996-06-25,1998-12-14
141,239,2185434.0,9144.07531380753,36786.60543933054,1996-03-06,1998-12-11
142,347,628510.0,1811.2680115273774,22251.853025936598,1993-02-15,1998-12-16
143,112,226649.0,2023.6517857142858,17848.91875,1996-11-27,1998-12-14
144,119,1482291.0,12456.226890756303,52781.905042016806,1997-04-03,1998-12-05
145,202,657035.0,3252.6485148514853,43486.81188118812,1996-01-03,1998-12-18
146,304,780138.0,2566.2434210526317,22906.016118421056,1993-09-02,1998-12-13
148,444,440709.0,992.5878378378378,17562.801576576578,1993-06-21,1998-12-14
149,60,120480.0,2008.0,35707.503333333334,1997-11-16,1998-12-18
150,243,544339.0,2240.0781893004114,39473.64115226338,1995-03-16,1998-12-18
151,393,722510.0,1838.4478371501273,19082.45292620865,1993-09-06,1998-12-13
152,195,401428.0,2058.605128205128,19922.354871794872,1996-04-12,1998-12-14
153,335,1887157.0,5633.3044776119405,27775.623283582092,1993-09-19,1998-12-11
154,315,1593764.0,5059.568253968254,53758.70412698413,1994-06-21,1998-12-14
155,204,464062.0,2274.8137254901962,25641.41911764706,1995-11-07,1998-12-13
156,48,84356.0,1757.4166666666667,15656.527083333334,1997-10-22,1998-12-19
157,90,258514.0,2872.3777777777777,23471.309999999998,1997-03-28,1998-12-13
158,258,2373281.0,9198.763565891473,43847.45503875969,1995-03-15,1998-12-09
159,111,979829.0,8827.288288288288,48089.373873873876,1997-02-11,1998-12-09
160,436,1847490.0,4237.362385321101,53684.16972477064,1993-09-04,1998-12-19
161,303,472904.0,1560.7392739273928,20437.14125412541,1994-07-04,1998-12-14
162,283,652747.0,2306.5265017667843,26226.341342756183,1993-08-25,1998-12-09
163,433,930388.0,2148.70207852194,27597.85034642032,1993-01-27,1998-12-17
164,51,281459.0,5518.803921568628,26588.617647058825,1996-09-13,1998-12-02
165,371,878049.0,2366.7088948787064,32565.96603773585,1993-06-01,1998-12-17
166,118,240261.0,2036.1101694915253,24442.492372881356,1996-08-20,1998-12-14
167,175,2744105.0,15680.6,65647.19600000001,1996-02-26,1998-12-12
168,328,404854.0,1234.310975609756,17314.441768292683,1993-04-27,1998-12-07
169,208,1053929.0,5066.966346153846,51995.11538461538,1995-09-28,1998-12-13
170,142,1079825.0,7604.401408450704,48417.5838028169,1996-07-02,1998-12-19
171,152,362040.0,2381.842105263158,19836.501315789475,1996-06-08,1998-12-17
172,376,3077069.0,8183.69414893617,45536.147606382976,1993-08-30,1998-12-13
173,570,2577004.0,4521.059649122807,37341.09210526316,1993-11-26,1998-12-14
174,119,172839.0,1452.4285714285713,15203.481512605042,1996-09-04,1998-12-07
176,273,2890467.0,10587.791208791208,49173.4326007326,1996-08-12,1998-12-18
177,58,588445.0,10145.603448275862,45190.058620689655,1997-09-26,1998-12-12
178,75,80771.0,1076.9466666666667,13267.884,1997-09-06,1998-12-13
179,118,1242189.0,10527.025423728814,53275.92966101695,1997-09-22,1998-12-13
180,325,3167982.0,9747.636923076923,50358.57323076923,1993-12-14,1998-12-18
181,168,709668.0,4224.214285714285,35285.7875,1996-06-11,1998-12-15
182,9,29400.0,3266.6666666666665,11966.666666666666,1996-08-24,1998-01-16
183,379,1895715.0,5001.88654353562,35459.18126649076,1993-12-12,1998-12-12
184,162,1406169.0,8680.055555555555,46093.82530864198,1996-02-21,1998-12-07
185,95,694075.0,7306.0526315789475,53031.78105263158,1997-07-04,1998-12-11
186,411,5119757.0,12456.829683698297,66484.07754257908,1993-07-29,1998-12-15
187,320,563026.0,1759.45625,17583.38625,1993-03-28,1998-12-14
188,402,2816817.0,7007.007462686567,56305.172636815914,1993-04-20,1998-12-13
189,140,862679.0,6161.992857142857,44815.27214285714,1997-04-16,1998-12-14
190,384,1726049.0,4494.919270833333,32880.53333333333,1995-03-02,1998-12-14
191,104,1943317.0,18685.740384615383,59842.883653846155,1997-03-17,1998-12-10
192,348,816469.0,2346.175287356322,26024.457183908045,1993-01-08,1998-12-17
193,122,556216.0,4559.147540983607,24376.439344262297,1996-12-22,1998-12-14
194,163,289051.0,1773.3190184049079,26997.344785276076,1996-08-01,1998-12-12
195,113,666368.0,5897.061946902655,38778.46283185841,1997-02-27,1998-12-15
196,502,1760106.0,3506.187250996016,49504.903386454185,1993-11-14,1998-12-18
197,372,3278316.0,8812.677419354839,41947.2064516129,1993-02-25,1998-12-11
198,327,521937.0,1596.1376146788991,21213.033333333333,1993-10-25,1998-12-13
199,104,133095.0,1279.7596153846155,20958.530769230772,1996-10-26,1998-12-12
200,239,1016908.0,4254.845188284519,67588.4230125523,1994-07-03,1998-12-09
201,288,1715081.0,5955.142361111111,34962.71319444445,1994-11-02,1998-12-13
204,158,185276.0,1172.632911392405,17102.859493670883,1996-01-13,1998-12-13
205,70,221880.0,3169.714285714286,35670.85285714286,1997-10-08,1998-12-10
206,254,553895.0,2180.6889763779527,26660.02992125984,1995-04-08,1998-12-18
207,480,819081.0,1706.41875,22446.645625,1993-07-25,1998-12-13
208,273,1083042.0,3967.186813186813,34136.91025641026,1996-03-27,1998-12-14
209,174,217095.0,1247.6724137931035,23614.822988505748,1996-11-24,1998-12-18
210,183,1192486.0,6516.31693989071,29661.3868852459,1996-03-17,1998-12-13
211,83,1387269.0,16714.0843373494,76145.0373493976,1997-07-19,1998-12-11
212,431,7618770.0,17676.960556844548,58238.964965197214,1993-01-20,1998-12-17
213,233,2091290.0,8975.493562231759,51809.35064377682,1995-08-29,1998-12-14
214,88,119454.0,1357.4318181818182,13442.22159090909,1997-03-09,1998-12-10
215,45,70657.0,1570.1555555555556,14521.755555555555,1997-11-25,1998-12-17
216,342,702156.0,2053.0877192982457,25696.220467836258,1994-05-16,1998-12-11
217,244,1127200.0,4619.672131147541,25758.55081967213,1995-01-20,1998-12-16
218,220,3606007.0,16390.94090909091,51212.815363636364,1996-02-06,1998-12-14
219,252,1469331.0,5830.678571428572,54096.03452380952,1995-09-06,1998-12-09
220,332,695280.0,2094.2168674698796,19911.652108433736,1993-04-09,1998-12-13
221,138,1176552.0,8525.739130434782,42717.995652173915,1996-10-30,1998-12-13
222,356,5135425.0,14425.351123595505,54966.81460674157,1993-03-15,1998-12-17
223,122,622220.0,5100.163934426229,37720.90655737705,1995-06-13,1998-11-30
224,121,286449.0,2367.3471074380163,18621.00909090909,1996-10-27,1998-12-17
225,438,1033704.0,2360.054794520548,37045.47168949772,1993-07-28,1998-12-09
226,128,932943.0,7288.6171875,49739.83515625,1997-02-23,1998-12-16
227,256,4314749.0,16854.48828125,47953.83125,1995-03-28,1998-12-12
228,404,2916531.0,7219.1361386138615,41180.158415841586,1993-09-28,1998-12-13
229,88,189382.0,2152.068181818182,20847.260227272727,1997-06-07,1998-12-14
230,250,1298862.0,5195.448,37190.1688,1996-02-26,1998-12-14
231,226,270193.0,1195.5442477876106,16566.198230088496,1995-04-03,1998-12-13
232,60,579221.0,9653.683333333332,49988.823333333334,1997-11-29,1998-12-13
234,318,748578.0,2354.0188679245284,16966.8179245283,1993-07-15,1998-12-13
235,367,414531.0,1129.5122615803814,20786.488828337875,1993-10-06,1998-12-13
236,26,66400.0,2553.846153846154,16650.0,1996-03-16,1998-12-01
237,313,325231.0,1039.0766773162939,14018.644728434505,1994-03-25,1998-12-10
238,312,418345.0,1340.849358974359,16682.206089743588,1993-08-15,1998-12-17
239,568,5025969.0,8848.536971830987,56829.02079225352,1993-03-01,1998-12-15
240,102,959559.0,9407.441176470587,36324.339215686276,1997-04-28,1998-12-07
241,187,254149.0,1359.0855614973261,27437.044385026737,1996-09-29,1998-12-18
242,177,1382300.0,7809.604519774011,34588.518079096044,1996-08-29,1998-12-10
243,363,4925413.0,13568.630853994491,55187.60768595041,1993-11-06,1998-12-14
244,545,690820.0,1267.559633027523,39838.264587155965,1993-02-08,1998-12-10
245,322,3168605.0,9840.388198757764,39735.12298136646,1993-11-25,1998-12-10
246,45,92851.0,2063.3555555555554,13001.193333333333,1997-12-20,1998-12-15
248,207,2414938.0,11666.367149758455,40099.076811594205,1995-04-02,1998-12-13
249,152,938731.0,6175.861842105263,34374.56447368421,1996-12-03,1998-12-14
250,98,250241.0,2553.4795918367345,39316.96530612245,1997-05-10,1998-12-18
251,185,691489.0,3737.7783783783784,40105.045945945945,1996-04-06,1998-12-14
252,108,236008.0,2185.259259259259,38492.86203703704,1996-12-26,1998-12-13
253,175,1673069.0,9560.394285714287,60907.651999999995,1995-12-05,1998-12-07
255,153,2088957.0,13653.313725490196,49867.47450980392,1996-11-03,1998-12-08
256,204,1752044.0,8588.450980392157,45824.327450980396,1995-05-14,1998-12-13
257,167,1630342.0,9762.526946107784,38104.72155688623,1995-11-05,1998-12-12
258,79,203031.0,2570.012658227848,27587.36075949367,1997-07-09,1998-12-14
259,375,800411.0,2134.4293333333335,22180.643733333334,1993-10-28,1998-12-11
260,212,798526.0,3766.632075471698,37639.056603773584,1995-10-14,1998-12-10
261,142,212620.0,1497.3239436619717,17028.012676056336,1996-10-07,1998-12-12
262,21,59200.0,2819.0476190476193,14104.761904761905,1996-01-27,1998-11-12
263,159,1665331.0,10473.779874213837,59719.11132075471,1997-01-03,1998-12-12
264,188,496209.0,2639.409574468085,31242.242021276597,1996-02-09,1998-12-16
265,148,352575.0,2382.2635135135133,16720.780405405407,1996-07-05,1998-12-16
266,324,6030952.0,18614.04938271605,69189.55953703703,1994-05-11,1998-12-12
267,210,416768.0,1984.6095238095238,19599.039523809523,1995-04-26,1998-12-10
268,167,1761234.0,10546.311377245509,42309.206586826345,1996-05-29,1998-12-15
269,176,242599.0,1378.403409090909,27578.409090909092,1996-08-30,1998-12-12
270,256,2365053.0,9238.48828125,63076.6390625,1995-01-23,1998-12-14
271,140,348934.0,2492.385714285714,44647.412142857145,1996-08-13,1998-12-14
272,132,1102070.0,8349.015151515152,24756.17196969697,1996-10-23,1998-12-08
273,487,2029938.0,4168.250513347022,33720.64312114989,1993-07-11,1998-12-15
274,371,2827041.0,7620.056603773585,35622.28490566037,1993-08-20,1998-12-11
275,205,230580.0,1124.780487804878,17566.836585365854,1996-01-02,1998-12-11
276,64,725734.0,11339.59375,50151.5078125,1997-12-08,1998-12-13
277,297,3236383.0,10896.912457912458,61220.39158249158,1994-05-01,1998-12-08
278,182,1415381.0,7776.818681318681,58265.88131868132,1996-04-08,1998-12-15
279,389,389481.0,1001.2365038560412,20620.078149100256,1993-04-14,1998-12-14
280,480,1892870.0,3943.4791666666665,32365.245625,1993-01-23,1998-12-13
281,144,652659.0,4532.354166666667,46398.53680555555,1996-10-27,1998-12-09
282,112,821907.0,7338.455357142857,40210.63303571429,1997-05-12,1998-12-12
283,146,287718.0,1970.6712328767123,22768.943150684932,1996-04-18,1998-12-13
284,89,725129.0,8147.516853932584,35422.09550561798,1997-07-18,1998-12-14
285,202,1825123.0,9035.262376237624,66730.22326732673,1995-05-08,1998-12-10
286,173,1662926.0,9612.28901734104,37743.40404624278,1996-03-27,1998-12-14
287,356,560237.0,1573.6994382022472,18817.71797752809,1993-10-27,1998-12-12
288,252,462585.0,1835.654761904762,23992.190079365082,1995-03-18,1998-12-13
289,378,2124126.0,5619.380952380952,40906.41693121693,1994-03-17,1998-12-09
290,490,4172222.0,8514.738775510205,53489.786122448975,1993-12-02,1998-12-10
291,165,2564055.0,15539.727272727272,62419.80581818181,1997-06-08,1998-12-12
292,91,188700.0,2073.6263736263736,14870.932967032966,1997-02-26,1998-12-11
293,137,481027.0,3511.1459854014597,33461.9802919708,1997-05-04,1998-12-13
294,175,742920.0,4245.257142857143,55576.3,1997-01-05,1998-12-18
295,61,573598.0,9403.245901639344,34289.97704918033,1997-11-23,1998-12-18
296,162,290298.0,1791.962962962963,15931.003703703704,1996-02-14,1998-12-12
297,163,330718.0,2028.9447852760736,25137.60736196319,1996-09-08,1998-12-18
298,51,340172.0,6670.0392156862745,28710.93725490196,1997-12-02,1998-12-12
299,367,5390536.0,14688.108991825613,71377.640626703,1993-04-05,1998-12-16
300,368,855938.0,2325.9184782608695,36265.207336956526,1993-06-23,1998-12-14
301,173,211458.0,1222.300578034682,17103.118497109826,1995-09-10,1998-12-18
302,165,401746.0,2434.8242424242426,22913.180606060603,1996-05-09,1998-12-18
303,174,972767.0,5590.614942528736,47778.222413793104,1996-07-25,1998-12-12
304,111,1510082.0,13604.342342342343,43412.42972972973,1997-03-20,1998-12-14
305,111,217272.0,1957.4054054054054,16318.166666666666,1996-10-18,1998-12-14
306,344,857044.0,2491.406976744186,19499.452906976745,1993-06-08,1998-12-14
307,74,753857.0,10187.256756756757,53121.44594594595,1997-08-07,1998-12-09
308,42,95781.0,2280.5,25313.257142857143,1995-10-16,1998-11-29
309,106,827287.0,7804.594339622641,29898.777358490566,1997-04-25,1998-12-16
311,140,555008.0,3964.342857142857,44538.88785714286,1997-08-08,1998-12-13
312,196,915849.0,4672.698979591837,33608.39183673469,1996-01-03,1998-12-14
313,140,185991.0,1328.5071428571428,17317.647142857142,1996-07-06,1998-12-10
314,221,2800873.0,12673.633484162896,39391.86742081447,1996-01-26,1998-12-12
315,11,37400.0,3400.0,17081.81818181818,1997-12-08,1998-12-03
316,109,284080.0,2606.238532110092,35373.84311926606,1997-05-08,1998-12-18
317,359,804851.0,2241.924791086351,25401.070752089137,1993-03-10,1998-12-10
318,289,679458.0,2351.065743944637,30713.847058823532,1994-09-16,1998-12-14
319,375,3366190.0,8976.506666666666,63628.93525333333,1995-10-17,1998-12-14
320,140,297046.0,2121.7571428571428,30634.1,1997-01-23,1998-12-18
321,309,625965.0,2025.7766990291261,24125.881229773462,1993-11-11,1998-12-13
322,398,2528565.0,6353.178391959799,32804.26984924623,1993-02-20,1998-12-18
323,102,283761.0,2781.970588235294,22229.770588235297,1997-02-23,1998-12-12
324,152,262378.0,1726.171052631579,23256.543421052633,1996-08-23,1998-12-14
325,124,299070.0,2411.8548387096776,17190.708064516126,1996-10-06,1998-12-12
326,83,164738.0,1984.7951807228915,16897.024096385543,1997-08-06,1998-12-09
327,462,2286352.0,4948.8138528138525,49326.84523809524,1993-06-02,1998-12-18
328,78,199101.0,2552.576923076923,19141.3,1997-09-18,1998-12-15
329,157,1295868.0,8253.936305732484,52575.67707006369,1996-10-19,1998-12-15
330,129,1213570.0,9407.519379844962,42138.92325581395,1996-11-24,1998-12-18
331,199,511995.0,2572.8391959798996,21064.25879396985,1995-10-02,1998-12-16
332,198,324563.0,1639.2070707070707,31758.6,1996-01-12,1998-12-14
333,139,126254.0,908.3021582733813,17312.509352517984,1996-12-23,1998-12-12
334,456,2640952.0,5791.561403508772,58775.882894736846,1993-05-24,1998-12-09
335,177,379166.0,2142.1807909604518,23407.774011299436,1996-01-20,1998-12-13
336,216,1489759.0,6897.032407407408,33028.41898148148,1995-10-16,1998-12-14
337,186,2110318.0,11345.79569892473,45837.92473118279,1995-11-25,1998-12-09
338,175,273658.0,1563.76,16100.744,1995-11-18,1998-12-16
339,215,2781631.0,12937.818604651164,65740.40190697674,1996-09-11,1998-12-12
340,391,688553.0,1761.005115089514,27891.836572890024,1993-11-03,1998-12-15
341,104,832134.0,8001.288461538462,24011.891346153847,1996-11-19,1998-12-14
342,114,167236.0,1466.982456140351,18759.84649122807,1996-10-13,1998-12-10
343,315,494061.0,1568.4476190476191,18923.745714285717,1994-04-26,1998-12-10
344,398,1841253.0,4626.263819095478,41047.5851758794,1993-12-01,1998-12-12
345,360,2176756.0,6046.544444444445,42012.93583333334,1993-11-20,1998-12-15
346,418,3061386.0,7323.88995215311,47807.32392344497,1993-01-11,1998-12-17
347,364,3880309.0,10660.189560439561,45587.68956043956,1993-12-13,1998-12-17
348,176,1423370.0,8087.329545454545,42883.851136363635,1995-11-15,1998-12-10
349,106,341536.0,3222.0377358490564,17058.564150943395,1997-06-08,1998-12-12
350,118,309721.0,2624.7542372881358,19017.445762711865,1996-10-13,1998-12-11
351,135,341275.0,2527.962962962963,26744.551111111112,1997-02-17,1998-12-18
352,270,456289.0,1689.9592592592592,20654.89,1994-07-04,1998-12-13
353,217,478681.0,2205.9032258064517,44997.47603686636,1995-08-30,1998-12-13
354,363,1538638.0,4238.67217630854,41527.423691460055,1993-10-28,1998-12-16
355,229,1080562.0,4718.611353711791,34686.76768558952,1996-02-01,1998-12-17
356,176,1272049.0,7227.551136363636,56217.093181818185,1996-03-12,1998-12-12
357,180,188831.0,1049.0611111111111,20019.777222222223,1996-03-10,1998-12-13
358,462,403715.0,873.8419913419914,18321.333982683984,1993-12-09,1998-12-13
359,207,492952.0,2381.4106280193237,18491.62850241546,1994-12-11,1998-12-16
360,139,1606100.0,11554.676258992806,50296.4726618705,1996-05-14,1998-12-13
361,465,3551877.0,7638.445161290322,52742.20344086022,1993-02-27,1998-12-10
362,529,1591318.0,3008.162570888469,31495.464839319473,1993-04-04,1998-12-14
363,332,4599640.0,13854.33734939759,68402.05939759036,1994-05-06,1998-12-16
364,92,131976.0,1434.5217391304348,21566.35652173913,1997-01-20,1998-12-17
365,465,2330633.0,5012.113978494624,24418.357419354837,1993-12-12,1998-12-16
366,208,1206290.0,5799.471153846154,50994.85096153846,1996-10-23,1998-12-14
367,97,570447.0,5880.896907216495,48133.74536082474,1997-05-09,1998-12-13
368,532,1215271.0,2284.343984962406,20265.8,1993-07-06,1998-12-18
